date,open,high,low,close,volume,oi
04/22/1986,157.35,159.47,157.35,157.86,1454000,0
04/23/1986,156.65,158.21,156.63,157.46,1250000,0
04/24/1986,157.46,160.16,157.46,159.85,1431000,0
04/25/1986,159.85,160.63,159.60,160.46,1333000,0
04/28/1986,160.46,160.95,159.14,159.90,1102000,0
04/29/1986,159.90,160.30,157.70,158.25,1243000,0
04/30/1986,158.25,158.40,154.79,154.91,1210000,0
05/01/1986,154.91,154.94,153.73,154.21,1143000,0
05/02/1986,154.21,155.59,154.21,155.01,1026000,0
05/05/1986,155.01,157.41,155.01,157.14,991900,0
05/06/1986,157.14,158.09,156.85,157.13,1085000,0
05/07/1986,157.13,157.13,155.31,156.26,1160000,0
05/08/1986,156.26,157.53,156.18,157.16,1105000,0
05/09/1986,157.16,157.91,156.38,157.91,1159000,0
05/12/1986,157.91,158.26,157.36,157.75,1015000,0
05/13/1986,157.75,157.92,156.40,157.05,1076000,0
05/14/1986,157.05,157.82,156.54,157.01,1119000,0
05/15/1986,157.01,157.12,155.40,155.76,1080000,0
05/16/1986,155.76,155.86,154.39,154.99,1038000,0
05/19/1986,154.99,155.60,154.88,155.31,927300,0
05/20/1986,155.31,157.05,155.00,157.01,1166000,0
05/21/1986,157.01,158.38,156.93,157.44,1375000,0
05/22/1986,157.44,159.68,157.26,159.63,1439000,0
05/23/1986,159.63,160.39,159.41,160.16,1151000,0
05/27/1986,160.16,161.21,159.94,161.18,1118000,0
05/28/1986,161.18,162.03,160.65,161.30,1315000,0
05/29/1986,161.30,161.82,160.29,161.62,1304000,0
05/30/1986,161.62,163.62,161.51,163.16,1330000,0
06/02/1986,163.16,163.98,162.00,162.03,1106000,0
06/03/1986,162.03,162.23,161.37,162.11,1203000,0
06/04/1986,162.11,163.09,161.40,161.82,1227000,0
06/05/1986,161.82,162.81,161.76,162.36,1256000,0
06/06/1986,162.36,162.90,161.88,161.88,1206000,0
06/09/1986,161.88,161.98,158.21,158.61,1150000,0
06/10/1986,158.60,158.70,157.18,158.10,1198000,0
06/11/1986,158.10,160.08,158.10,160.04,1249000,0
06/12/1986,160.04,161.04,159.95,160.37,1301000,0
06/13/1986,160.37,162.53,160.33,162.35,1393000,0
06/16/1986,162.35,162.93,160.63,160.80,1184000,0
06/17/1986,160.80,161.21,158.43,158.57,1191000,0
06/18/1986,158.57,158.66,156.87,158.48,1254000,0
06/19/1986,158.48,160.14,158.29,159.28,1113000,0
06/20/1986,159.28,159.71,158.29,159.59,1276000,0
06/23/1986,159.59,160.58,159.35,159.55,1135000,0
06/24/1986,159.55,161.10,159.43,160.80,1129000,0
06/25/1986,160.80,162.52,160.80,162.00,1242000,0
06/26/1986,162.00,162.26,161.38,161.72,1383000,0
06/27/1986,161.72,162.05,161.21,161.62,1285000,0
06/30/1986,161.62,163.07,161.54,162.62,1213000,0
07/01/1986,162.62,163.62,162.62,163.32,1328000,0
07/02/1986,163.32,164.20,163.32,163.96,1363000,0
07/03/1986,163.96,164.56,163.60,164.51,1040000,0
07/07/1986,164.51,164.54,157.59,157.63,1121000,0
07/08/1986,157.63,157.63,152.43,153.26,1372000,0
07/09/1986,153.26,155.65,153.17,155.41,1202000,0
07/10/1986,155.41,156.35,153.15,154.29,1073000,0
07/11/1986,154.29,154.45,152.73,152.85,1046000,0
07/14/1986,152.85,152.92,149.01,149.29,1086000,0
07/15/1986,149.29,149.29,145.32,146.26,1327000,0
07/16/1986,146.26,148.45,146.26,147.40,1158000,0
07/17/1986,147.40,148.75,147.26,148.46,1122000,0
07/18/1986,148.46,148.52,146.48,147.76,1109000,0
07/21/1986,147.76,147.95,146.79,147.07,817600,0
07/22/1986,147.07,148.16,146.59,147.40,958500,0
07/23/1986,147.40,148.01,147.12,147.18,1016000,0
07/24/1986,147.18,148.15,146.98,147.28,1135000,0
07/25/1986,147.28,148.41,147.28,148.26,950400,0
07/28/1986,148.26,148.74,145.21,145.51,891300,0
07/29/1986,145.51,145.57,144.04,144.21,977200,0
07/30/1986,144.21,144.67,142.73,144.52,1031000,0
07/31/1986,144.59,145.61,144.57,144.71,986400,0
08/01/1986,144.71,145.76,144.01,144.19,993700,0
08/04/1986,144.19,144.19,141.65,142.52,814200,0
08/05/1986,142.52,142.91,141.75,141.86,1019000,0
08/06/1986,141.86,141.86,140.30,140.54,937400,0
08/07/1986,140.54,141.47,140.18,140.70,1016000,0
08/08/1986,140.70,142.55,140.70,142.29,1001000,0
08/11/1986,142.29,145.51,142.29,145.44,941500,0
08/12/1986,145.44,147.32,145.44,147.06,1106000,0
08/13/1986,147.06,149.45,147.06,148.84,1213000,0
08/14/1986,148.84,150.14,148.63,149.99,1108000,0
08/15/1986,150.01,150.30,149.18,149.57,987700,0
08/18/1986,149.57,150.07,148.83,149.07,854000,0
08/19/1986,149.07,149.09,147.98,148.60,1114000,0
08/20/1986,148.60,149.90,148.46,149.76,1139000,0
08/21/1986,149.76,150.65,149.46,150.01,1119000,0
08/22/1986,150.01,151.26,149.69,150.95,1013000,0
08/25/1986,150.95,151.12,149.77,149.91,748000,0
08/26/1986,149.91,151.23,149.88,151.15,988400,0
08/27/1986,151.15,152.16,151.07,152.02,1030000,0
08/28/1986,152.02,152.30,151.35,152.04,1050000,0
08/29/1986,152.04,152.55,151.70,151.70,822500,0
09/02/1986,151.70,152.07,149.15,149.34,975800,0
09/03/1986,149.34,149.84,148.60,149.82,970000,0
09/04/1986,149.82,151.73,149.79,151.40,1025000,0
09/05/1986,151.40,151.90,149.54,149.67,1114000,0
09/08/1986,149.67,149.67,146.35,146.55,972400,0
09/09/1986,146.55,147.32,145.41,145.76,1201000,0
09/10/1986,145.76,145.76,144.57,144.74,1156000,0
09/11/1986,144.74,144.74,138.46,138.46,1381000,0
09/12/1986,138.46,138.62,134.85,135.04,1398000,0
09/15/1986,135.04,135.96,134.09,134.94,1029000,0
09/16/1986,134.94,135.25,133.28,135.21,1049000,0
09/17/1986,135.21,136.99,135.05,136.39,1052000,0
09/18/1986,136.39,138.57,136.29,138.13,999600,0
09/19/1986,138.13,138.49,137.02,138.46,1040000,0
09/22/1986,138.52,140.29,138.35,140.12,890300,0
09/23/1986,140.12,141.06,139.05,139.57,1095000,0
09/24/1986,139.57,140.07,138.66,139.24,981100,0
09/25/1986,137.62,137.62,137.62,137.62,1025000,0
09/26/1986,137.62,138.12,136.49,137.59,845900,0
09/29/1986,137.59,137.59,134.82,135.54,823700,0
09/30/1986,135.54,137.84,135.54,137.49,1008000,0
10/01/1986,137.52,139.01,137.52,138.26,1020000,0
10/02/1986,138.26,138.43,137.40,138.22,915900,0
10/03/1986,138.22,139.37,137.66,138.55,982500,0
10/06/1986,138.65,139.19,138.39,139.12,754500,0
10/07/1986,139.12,139.24,137.91,138.26,860800,0
10/08/1986,138.26,139.33,137.54,139.26,900400,0
10/09/1986,139.24,140.15,139.03,139.16,938800,0
10/10/1986,139.16,140.21,138.76,139.87,835900,0
10/13/1986,139.87,140.71,139.63,140.68,455300,0
10/14/1986,140.68,141.60,140.66,140.96,922400,0
10/15/1986,140.96,142.22,140.76,142.10,1030000,0
10/16/1986,142.10,142.48,141.76,141.90,638300,0
10/17/1986,141.88,142.10,140.90,141.20,919800,0
10/20/1986,141.20,141.23,139.49,140.10,784600,0
10/21/1986,140.10,140.47,139.38,139.93,885500,0
10/22/1986,139.93,140.59,139.90,140.30,981100,0
10/23/1986,140.30,142.40,140.23,142.15,1232000,0
10/24/1986,142.15,142.75,141.65,141.96,1145000,0
10/27/1986,141.96,142.26,141.26,141.76,939100,0
10/28/1986,141.76,142.90,141.68,142.49,1024000,0
10/29/1986,142.49,143.28,142.12,143.13,1061000,0
10/30/1986,143.13,145.18,143.13,144.78,1235000,0
10/31/1986,144.78,145.18,143.79,144.48,1067000,0
11/03/1986,144.48,144.97,144.12,144.81,1112000,0
11/04/1986,144.81,146.05,144.54,145.96,1403000,0
11/05/1986,145.96,146.68,145.51,146.18,1672000,0
11/06/1986,146.18,146.23,144.64,145.41,1123000,0
11/07/1986,145.41,145.41,144.40,144.91,993200,0
11/10/1986,144.91,145.05,143.70,144.29,1008000,0
11/11/1986,144.29,145.45,144.29,145.35,973300,0
11/12/1986,145.35,145.91,145.02,145.58,1080000,0
11/13/1986,145.58,145.68,143.40,143.41,1153000,0
11/14/1986,143.41,143.78,142.86,143.51,1022000,0
11/17/1986,143.51,144.02,142.14,143.20,913100,0
11/18/1986,143.20,143.68,140.63,140.66,1184000,0
11/19/1986,140.66,140.66,138.96,139.54,1112000,0
11/20/1986,139.54,141.43,139.54,141.31,1145000,0
11/21/1986,141.31,143.05,141.31,142.90,1068000,0
11/24/1986,142.90,144.63,142.77,144.49,968600,0
11/25/1986,144.49,145.77,144.35,145.77,1138000,0
11/26/1986,145.77,146.95,145.59,146.87,1060000,0
11/28/1986,146.87,147.96,146.87,147.94,619500,0
12/01/1986,147.94,147.94,145.63,146.85,978300,0
12/02/1986,146.85,148.99,146.85,148.87,1309000,0
12/03/1986,148.87,150.71,148.87,150.08,1344000,0
12/04/1986,150.09,150.85,149.84,149.98,1280000,0
12/05/1986,149.98,150.38,148.70,149.04,1333000,0
12/08/1986,149.04,149.04,146.85,147.85,1106000,0
12/09/1986,147.85,147.85,146.82,146.87,1163000,0
12/10/1986,146.87,147.32,146.40,146.96,1152000,0
12/11/1986,146.96,147.40,145.63,146.08,1238000,0
12/12/1986,146.07,146.07,144.75,144.98,1084000,0
12/15/1986,144.98,144.98,142.85,144.07,1153000,0
12/16/1986,144.07,144.60,143.61,144.49,1423000,0
12/17/1986,144.49,144.49,142.91,143.04,1274000,0
12/18/1986,143.04,143.49,142.54,142.85,1330000,0
12/19/1986,142.85,144.07,142.82,143.77,1290000,0
12/22/1986,143.77,144.39,143.24,144.09,1198000,0
12/23/1986,144.09,144.24,142.40,142.80,1481000,0
12/24/1986,142.80,143.16,142.32,142.79,821200,0
12/26/1986,142.79,143.08,142.50,142.93,440400,0
12/29/1986,142.93,143.04,141.38,141.51,1020000,0
12/30/1986,141.51,141.79,140.95,141.52,1264000,0
12/31/1986,141.52,142.13,141.04,141.40,1407000,0
01/02/1987,141.40,143.01,141.40,142.86,632200,0
01/05/1987,142.86,147.64,142.86,147.40,1106000,0
01/06/1987,147.40,149.08,147.40,149.06,1379000,0
01/07/1987,149.06,153.09,149.06,152.98,1545000,0
01/08/1987,152.98,155.70,152.98,155.69,1579000,0
01/09/1987,155.69,157.38,155.11,156.99,1438000,0
01/12/1987,156.99,159.43,156.60,159.30,1529000,0
01/13/1987,159.30,159.85,158.38,159.62,1434000,0
01/14/1987,159.62,162.67,159.62,162.66,1724000,0
01/15/1987,162.66,165.05,162.66,164.15,1895000,0
01/16/1987,164.15,164.17,161.63,162.51,1562000,0
01/19/1987,162.51,166.46,161.71,166.46,1340000,0
01/20/1987,166.46,168.35,166.02,166.52,1828000,0
01/21/1987,166.52,166.52,164.14,164.26,1565000,0
01/22/1987,164.26,168.01,163.45,167.95,1626000,0
01/23/1987,167.95,170.27,166.63,166.76,2619000,0
01/26/1987,166.76,166.76,163.88,164.14,1157000,0
01/27/1987,164.14,167.32,164.07,166.65,1309000,0
01/28/1987,166.65,167.77,165.99,167.63,1529000,0
01/29/1987,167.63,168.88,165.11,165.74,1507000,0
01/30/1987,165.71,166.77,164.34,166.68,1543000,0
02/02/1987,166.71,170.32,166.58,170.30,1491000,0
02/03/1987,170.30,171.73,170.30,171.55,1721000,0
02/04/1987,171.55,173.68,170.68,173.50,1781000,0
02/05/1987,173.50,175.43,173.46,174.63,1864000,0
02/06/1987,174.34,175.49,174.34,174.63,1673000,0
02/09/1987,173.23,174.63,173.23,173.63,1391000,0
02/10/1987,173.63,173.74,171.24,172.32,1432000,0
02/11/1987,172.32,176.13,172.32,175.98,1495000,0
02/12/1987,175.99,177.05,175.76,176.26,1680000,0
02/13/1987,176.26,179.30,175.76,179.07,1545000,0
02/17/1987,179.07,183.68,179.07,183.65,1720000,0
02/18/1987,183.65,184.73,180.41,181.21,1954000,0
02/19/1987,181.21,181.38,178.90,179.87,1632000,0
02/20/1987,179.87,179.90,178.00,178.68,1557000,0
02/23/1987,178.68,178.74,175.18,177.71,1401000,0
02/24/1987,177.71,179.29,176.99,178.94,1332000,0
02/25/1987,178.94,181.05,178.92,180.97,1580000,0
02/26/1987,180.97,183.36,180.60,182.18,1554000,0
02/27/1987,182.18,182.91,181.58,182.75,1494000,0
03/02/1987,182.75,183.38,180.99,181.07,1346000,0
03/03/1987,181.07,181.66,179.87,180.57,1399000,0
03/04/1987,180.57,183.55,180.56,183.27,1557000,0
03/05/1987,183.27,185.74,183.27,184.67,1704000,0
03/06/1987,184.67,184.80,183.40,184.29,1486000,0
03/09/1987,184.29,184.29,181.29,182.48,1189000,0
03/10/1987,182.48,184.76,182.31,184.46,1413000,0
03/11/1987,184.46,186.43,184.46,185.31,1558000,0
03/12/1987,185.31,185.33,184.12,184.77,1564000,0
03/13/1987,184.77,185.45,182.90,183.16,1583000,0
03/16/1987,183.16,183.16,181.42,182.73,1313000,0
03/17/1987,182.73,185.90,182.73,185.90,1539000,0
03/18/1987,185.90,187.98,185.13,186.04,1609000,0
03/19/1987,186.04,188.10,185.87,187.96,1510000,0
03/20/1987,187.96,190.43,187.96,189.82,1729000,0
03/23/1987,189.82,190.37,188.55,189.40,1463000,0
03/24/1987,189.40,190.33,188.49,190.18,1651000,0
03/25/1987,190.18,190.52,188.90,190.20,1530000,0
03/26/1987,190.20,191.37,190.20,190.71,1561000,0
03/27/1987,190.71,191.74,188.88,189.05,1524000,0
03/30/1987,189.05,189.05,183.27,183.84,1417000,0
03/31/1987,183.84,186.26,183.80,186.04,1405000,0
04/01/1987,186.04,186.10,182.57,186.07,1433000,0
04/02/1987,186.07,188.04,186.07,187.66,1502000,0
04/03/1987,179.82,191.43,179.82,191.36,1705000,0
04/06/1987,191.36,192.46,189.66,190.91,1507000,0
04/07/1987,190.91,190.96,187.43,187.43,1691000,0
04/08/1987,187.43,189.97,187.43,189.28,1537000,0
04/09/1987,189.28,189.51,187.18,188.73,1588000,0
04/10/1987,188.73,189.04,187.74,188.29,1483000,0
04/13/1987,188.29,188.29,183.90,183.95,1349000,0
04/14/1987,183.95,183.95,179.02,179.73,1654000,0
04/15/1987,179.73,182.46,179.73,182.46,1459000,0
04/16/1987,182.46,185.07,182.46,183.74,1390000,0
04/20/1987,183.74,184.38,181.68,182.13,1103000,0
04/21/1987,182.13,184.76,180.18,184.63,1309000,0
04/22/1987,184.63,185.68,183.96,183.96,1333000,0
04/23/1987,183.96,185.07,182.96,183.77,1381000,0
04/24/1987,183.77,183.77,180.27,180.38,1307000,0
04/27/1987,180.38,180.38,177.51,179.55,1377000,0
04/28/1987,179.55,182.05,179.55,181.26,1302000,0
04/29/1987,181.26,183.72,181.26,182.22,1410000,0
04/30/1987,182.22,185.88,182.22,184.83,1450000,0
05/01/1987,184.83,186.17,184.29,185.83,1843000,0
05/04/1987,185.83,186.74,185.01,186.45,1222000,0
05/05/1987,186.45,189.99,186.45,189.74,1453000,0
05/06/1987,189.74,190.51,188.68,189.29,1740000,0
05/07/1987,189.29,190.59,189.29,190.01,1518000,0
05/08/1987,190.01,191.42,189.52,190.36,1369000,0
05/11/1987,190.36,191.70,189.24,189.24,1367000,0
05/12/1987,189.24,189.35,187.46,188.98,1413000,0
05/13/1987,188.98,190.46,188.98,190.29,1361000,0
05/14/1987,190.29,191.16,190.21,190.74,1385000,0
05/15/1987,190.74,190.74,187.91,187.91,1457000,0
05/18/1987,187.91,188.12,183.33,185.46,1294000,0
05/19/1987,185.46,185.93,181.00,181.46,1471000,0
05/20/1987,181.46,182.72,179.74,181.70,1456000,0
05/21/1987,181.70,183.57,181.70,182.66,1371000,0
05/22/1987,182.66,183.54,181.27,181.64,1127000,0
05/26/1987,181.64,185.19,181.64,185.17,1128000,0
05/27/1987,185.17,186.51,185.07,185.96,1215000,0
05/28/1987,185.96,188.21,185.85,188.11,1309000,0
05/29/1987,188.11,189.83,188.11,188.77,1338000,0
06/01/1987,188.77,189.15,185.54,185.86,1331000,0
06/02/1987,185.86,186.18,184.44,184.50,1302000,0
06/03/1987,184.50,186.40,184.50,185.76,1410000,0
06/04/1987,185.76,186.47,185.21,186.26,1520000,0
06/05/1987,186.26,186.86,185.49,185.68,1762000,0
06/08/1987,185.68,187.65,185.01,187.54,1170000,0
06/09/1987,187.54,189.62,187.54,189.48,1393000,0
06/10/1987,189.48,191.84,189.35,190.02,1727000,0
06/11/1987,190.02,190.73,188.85,189.66,1526000,0
06/12/1987,189.66,191.26,189.66,190.36,1612000,0
06/15/1987,190.36,191.05,189.28,189.60,1555000,0
06/16/1987,189.60,191.29,188.63,191.14,1706000,0
06/17/1987,191.14,192.15,190.74,191.32,1710000,0
06/18/1987,191.32,192.78,190.15,192.37,1585000,0
06/19/1987,192.37,193.20,191.30,192.05,1536000,0
06/22/1987,192.05,193.04,192.00,192.90,1327000,0
06/23/1987,192.90,193.27,191.07,191.84,1543000,0
06/24/1987,191.84,193.36,191.57,191.90,1403000,0
06/25/1987,191.90,192.87,191.23,191.35,1498000,0
06/26/1987,191.35,191.45,189.32,191.06,1457000,0
06/29/1987,191.06,191.29,190.38,190.70,1232000,0
06/30/1987,190.70,191.10,188.35,189.24,1444000,0
07/01/1987,189.24,190.16,188.88,189.48,2138000,0
07/02/1987,189.54,190.95,189.54,190.38,1860000,0
07/06/1987,190.38,191.17,188.73,189.02,1394000,0
07/07/1987,189.02,189.02,187.40,187.76,1955000,0
07/08/1987,187.76,188.38,186.57,187.38,1949000,0
07/09/1987,187.38,189.40,187.35,187.98,1531000,0
07/10/1987,187.98,188.94,187.79,188.74,1319000,0
07/13/1987,188.74,190.42,188.06,190.42,1273000,0
07/14/1987,190.42,194.99,190.42,194.99,1602000,0
07/15/1987,194.99,196.04,193.70,194.87,1539000,0
07/16/1987,194.87,196.35,194.83,196.04,1586000,0
07/17/1987,196.04,197.30,195.31,195.87,1529000,0
07/20/1987,195.87,195.87,193.77,193.86,1303000,0
07/21/1987,193.86,194.91,192.83,193.20,1562000,0
07/22/1987,193.20,193.82,192.57,193.63,1541000,0
07/23/1987,193.63,193.88,190.46,191.51,1534000,0
07/24/1987,191.51,193.12,191.49,193.02,1473000,0
07/27/1987,193.02,193.37,191.99,193.20,1120000,0
07/28/1987,193.20,194.24,193.20,193.76,1259000,0
07/29/1987,193.76,194.85,193.59,194.73,1360000,0
07/30/1987,194.73,196.75,194.60,196.57,1542000,0
07/31/1987,196.57,197.12,195.83,196.35,1426000,0
08/03/1987,196.35,196.71,194.59,195.24,1335000,0
08/04/1987,195.24,195.99,194.10,195.88,1404000,0
08/05/1987,195.88,198.63,195.88,198.24,1518000,0
08/06/1987,198.24,201.91,198.05,201.87,1497000,0
08/07/1987,201.87,204.71,201.87,203.73,1653000,0
08/10/1987,203.73,206.06,203.10,206.03,1308000,0
08/11/1987,206.03,208.46,206.03,208.39,1854000,0
08/12/1987,208.39,208.59,206.79,207.06,1721000,0
08/13/1987,207.06,207.60,206.14,206.47,1602000,0
08/14/1987,206.47,206.99,205.31,206.46,1477000,0
08/17/1987,206.46,207.13,205.63,206.83,1263000,0
08/18/1987,206.83,206.87,203.31,203.90,1475000,0
08/19/1987,203.90,205.39,203.35,205.39,1341000,0
08/20/1987,205.39,208.98,205.37,208.93,1582000,0
08/21/1987,208.93,210.71,208.88,210.57,1662000,0
08/24/1987,210.57,210.57,208.77,209.48,1444000,0
08/25/1987,209.48,211.56,209.48,210.71,1446000,0
08/26/1987,210.71,211.90,210.50,211.16,1513000,0
08/27/1987,211.16,212.16,210.24,210.63,1397000,0
08/28/1987,210.63,211.02,208.85,208.85,1539000,0
08/31/1987,208.85,209.75,207.65,209.57,1329000,0
09/01/1987,209.57,210.78,206.88,206.89,1738000,0
09/02/1987,206.89,207.36,204.22,205.73,1455000,0
09/03/1987,205.73,207.49,203.68,205.01,1471000,0
09/04/1987,205.01,205.85,203.92,204.06,1316000,0
09/08/1987,204.06,204.11,197.43,199.90,1455000,0
09/09/1987,199.90,201.99,199.83,201.60,1343000,0
09/10/1987,201.60,205.35,201.60,205.16,1583000,0
09/11/1987,205.16,206.90,204.95,206.37,1582000,0
09/14/1987,206.37,207.07,204.34,205.16,1303000,0
09/15/1987,205.16,205.16,201.68,202.26,1355000,0
09/16/1987,202.26,203.44,201.24,201.30,1418000,0
09/17/1987,201.30,202.24,200.71,202.05,1546000,0
09/18/1987,202.05,202.96,201.15,201.68,1514000,0
09/21/1987,201.68,202.22,197.24,197.26,1539000,0
09/22/1987,197.26,201.46,196.13,201.43,1572000,0
09/23/1987,201.43,204.14,201.43,204.07,1683000,0
09/24/1987,204.07,206.18,203.74,204.64,1212000,0
09/25/1987,204.64,205.66,204.05,205.12,1298000,0
09/28/1987,205.12,206.86,204.35,204.63,1370000,0
09/29/1987,204.63,205.12,203.76,204.15,1551000,0
09/30/1987,204.15,205.70,203.68,205.51,1625000,0
10/01/1987,205.51,209.73,205.51,209.71,1648000,0
